,tool,warning_type,warning_msg,commit_sha,repo,filename,positions,filepath,commit_date,label
10,Spotbugs,MS_SHOULD_BE_FINAL,Field isn't final but should be,05ef822386b0818e868f1308522534cc377b3811,https://github.com/RustyPincer/TestRepo,Employee.java,"{'start_line': '4', 'start_col': '', 'end_line': '4', 'end_col': ''}",dataset/05ef822386b0818e868f1308522534cc377b3811/src/main/java/my_app/Employee.java,2022-08-25T12:12:49Z,1
11,Spotbugs,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,Unread public/protected field,05ef822386b0818e868f1308522534cc377b3811,https://github.com/RustyPincer/TestRepo,Employee.java,"{'start_line': '4', 'start_col': '', 'end_line': '4', 'end_col': ''}",dataset/05ef822386b0818e868f1308522534cc377b3811/src/main/java/my_app/Employee.java,2022-08-25T12:12:49Z,1
12,Spotbugs,MS_SHOULD_BE_FINAL,Field isn't final but should be,c369751e0fc903b167bc8145ac5ba942d7fce9e1,https://github.com/RustyPincer/TestRepo,Employee.java,"{'start_line': '5', 'start_col': '', 'end_line': '5', 'end_col': ''}",dataset/c369751e0fc903b167bc8145ac5ba942d7fce9e1/src/main/java/my_app/Employee.java,2022-08-29T07:38:46Z,1
13,Spotbugs,MS_SHOULD_BE_FINAL,Field isn't final but should be,c369751e0fc903b167bc8145ac5ba942d7fce9e1,https://github.com/RustyPincer/TestRepo,Employee.java,"{'start_line': '4', 'start_col': '', 'end_line': '4', 'end_col': ''}",dataset/c369751e0fc903b167bc8145ac5ba942d7fce9e1/src/main/java/my_app/Employee.java,2022-08-29T07:38:46Z,1
14,Spotbugs,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,Unread public/protected field,c369751e0fc903b167bc8145ac5ba942d7fce9e1,https://github.com/RustyPincer/TestRepo,Employee.java,"{'start_line': '5', 'start_col': '', 'end_line': '5', 'end_col': ''}",dataset/c369751e0fc903b167bc8145ac5ba942d7fce9e1/src/main/java/my_app/Employee.java,2022-08-29T07:38:46Z,1
15,Spotbugs,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,Unread public/protected field,c369751e0fc903b167bc8145ac5ba942d7fce9e1,https://github.com/RustyPincer/TestRepo,Employee.java,"{'start_line': '4', 'start_col': '', 'end_line': '4', 'end_col': ''}",dataset/c369751e0fc903b167bc8145ac5ba942d7fce9e1/src/main/java/my_app/Employee.java,2022-08-29T07:38:46Z,1
16,Spotbugs,MS_SHOULD_BE_FINAL,Field isn't final but should be,a86812d2c179ae73e10c38ed44344d50fccde8da,https://github.com/RustyPincer/TestRepo,Employee.java,"{'start_line': '6', 'start_col': '', 'end_line': '6', 'end_col': ''}",dataset/a86812d2c179ae73e10c38ed44344d50fccde8da/src/main/java/my_app/Employee.java,2022-08-29T08:38:05Z,1
17,Spotbugs,MS_SHOULD_BE_FINAL,Field isn't final but should be,a86812d2c179ae73e10c38ed44344d50fccde8da,https://github.com/RustyPincer/TestRepo,Employee.java,"{'start_line': '4', 'start_col': '', 'end_line': '4', 'end_col': ''}",dataset/a86812d2c179ae73e10c38ed44344d50fccde8da/src/main/java/my_app/Employee.java,2022-08-29T08:38:05Z,1
18,Spotbugs,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,Unread public/protected field,a86812d2c179ae73e10c38ed44344d50fccde8da,https://github.com/RustyPincer/TestRepo,Employee.java,"{'start_line': '6', 'start_col': '', 'end_line': '6', 'end_col': ''}",dataset/a86812d2c179ae73e10c38ed44344d50fccde8da/src/main/java/my_app/Employee.java,2022-08-29T08:38:05Z,1
19,Spotbugs,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,Unread public/protected field,a86812d2c179ae73e10c38ed44344d50fccde8da,https://github.com/RustyPincer/TestRepo,Employee.java,"{'start_line': '4', 'start_col': '', 'end_line': '4', 'end_col': ''}",dataset/a86812d2c179ae73e10c38ed44344d50fccde8da/src/main/java/my_app/Employee.java,2022-08-29T08:38:05Z,1
20,Spotbugs,MS_SHOULD_BE_FINAL,Field isn't final but should be,a0b684c310f99f85466ed4f765c1f50a855145a1,https://github.com/RustyPincer/TestRepo,Employee.java,"{'start_line': '6', 'start_col': '', 'end_line': '6', 'end_col': ''}",dataset/a0b684c310f99f85466ed4f765c1f50a855145a1/src/main/java/my_app/Employee.java,2022-08-30T11:14:09Z,1
21,Spotbugs,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,Unread public/protected field,a0b684c310f99f85466ed4f765c1f50a855145a1,https://github.com/RustyPincer/TestRepo,Employee.java,"{'start_line': '6', 'start_col': '', 'end_line': '6', 'end_col': ''}",dataset/a0b684c310f99f85466ed4f765c1f50a855145a1/src/main/java/my_app/Employee.java,2022-08-30T11:14:09Z,1
