,tool,warning_type,warning_msg,commit_sha,repo,filename,positions,filepath,commit_date,label
16,PMD,Code Style:CommentDefaultAccessModifier,Missing commented default access modifier on method 'setHobbies(String[])',368b17da4c080b6f652673d0f10e16c63f1f2cb4,https://github.com/RustyPincer/TestRepo,Worker.java,"{'start_line': 22, 'start_col': 10, 'end_line': 22, 'end_col': 20}",dataset/368b17da4c080b6f652673d0f10e16c63f1f2cb4/src/main/java/my_app/Worker.java,2022-08-25T12:08:40Z,0
17,PMD,Best Practices:UseVarargs,Consider using varargs for methods or constructors which take an array the last parameter.,368b17da4c080b6f652673d0f10e16c63f1f2cb4,https://github.com/RustyPincer/TestRepo,Worker.java,"{'start_line': 22, 'start_col': 21, 'end_line': 22, 'end_col': 37}",dataset/368b17da4c080b6f652673d0f10e16c63f1f2cb4/src/main/java/my_app/Worker.java,2022-08-25T12:08:40Z,0
18,PMD,Code Style:MethodArgumentCouldBeFinal,Parameter 'hobbies' is not assigned and could be declared final,368b17da4c080b6f652673d0f10e16c63f1f2cb4,https://github.com/RustyPincer/TestRepo,Worker.java,"{'start_line': 22, 'start_col': 30, 'end_line': 22, 'end_col': 37}",dataset/368b17da4c080b6f652673d0f10e16c63f1f2cb4/src/main/java/my_app/Worker.java,2022-08-25T12:08:40Z,0
19,PMD,Best Practices:ArrayIsStoredDirectly,The user-supplied array 'hobbies' is stored directly.,368b17da4c080b6f652673d0f10e16c63f1f2cb4,https://github.com/RustyPincer/TestRepo,Worker.java,"{'start_line': 22, 'start_col': 40, 'end_line': 22, 'end_col': 62}",dataset/368b17da4c080b6f652673d0f10e16c63f1f2cb4/src/main/java/my_app/Worker.java,2022-08-25T12:08:40Z,0
20,PMD,Code Style:ShortClassName,Avoid short class names like Date,368b17da4c080b6f652673d0f10e16c63f1f2cb4,https://github.com/RustyPincer/TestRepo,Worker.java,"{'start_line': 25, 'start_col': 1, 'end_line': 25, 'end_col': 6}",dataset/368b17da4c080b6f652673d0f10e16c63f1f2cb4/src/main/java/my_app/Worker.java,2022-08-25T12:08:40Z,0
21,PMD,Design:ImmutableField,Field 'year' may be declared final,368b17da4c080b6f652673d0f10e16c63f1f2cb4,https://github.com/RustyPincer/TestRepo,Worker.java,"{'start_line': 26, 'start_col': 14, 'end_line': 26, 'end_col': 18}",dataset/368b17da4c080b6f652673d0f10e16c63f1f2cb4/src/main/java/my_app/Worker.java,2022-08-25T12:08:40Z,0
22,PMD,Best Practices:OneDeclarationPerLine,"Use one line for each declaration, it enhances code readability.",368b17da4c080b6f652673d0f10e16c63f1f2cb4,https://github.com/RustyPincer/TestRepo,Worker.java,"{'start_line': 26, 'start_col': 14, 'end_line': 26, 'end_col': 18}",dataset/368b17da4c080b6f652673d0f10e16c63f1f2cb4/src/main/java/my_app/Worker.java,2022-08-25T12:08:40Z,0
23,PMD,Design:ImmutableField,Field 'month' may be declared final,368b17da4c080b6f652673d0f10e16c63f1f2cb4,https://github.com/RustyPincer/TestRepo,Worker.java,"{'start_line': 26, 'start_col': 20, 'end_line': 26, 'end_col': 25}",dataset/368b17da4c080b6f652673d0f10e16c63f1f2cb4/src/main/java/my_app/Worker.java,2022-08-25T12:08:40Z,0
24,PMD,Design:ImmutableField,Field 'day' may be declared final,368b17da4c080b6f652673d0f10e16c63f1f2cb4,https://github.com/RustyPincer/TestRepo,Worker.java,"{'start_line': 26, 'start_col': 27, 'end_line': 26, 'end_col': 30}",dataset/368b17da4c080b6f652673d0f10e16c63f1f2cb4/src/main/java/my_app/Worker.java,2022-08-25T12:08:40Z,0
25,PMD,Design:DataClass,"The class 'Employee' is suspected to be a Data Class (WOC=0.000%, NOPA=3, NOAM=4, WMC=5)",cf313a918d036d508e6803e9e56bd7ddb4ac4030,https://github.com/RustyPincer/TestRepo,Employee.java,"{'start_line': 3, 'start_col': 8, 'end_line': 3, 'end_col': 13}",dataset/cf313a918d036d508e6803e9e56bd7ddb4ac4030/src/main/java/my_app/Employee.java,2022-08-30T11:16:38Z,0
26,PMD,Code Style:UselessParentheses,Useless parentheses.,c81076390f567f885485c14c42d9f7ce86a4cf40,https://github.com/RustyPincer/TestRepo,Employee.java,"{'start_line': 15, 'start_col': 12, 'end_line': 15, 'end_col': 23}",dataset/c81076390f567f885485c14c42d9f7ce86a4cf40/src/main/java/my_app/Employee.java,2022-08-30T12:59:35Z,0
27,PMD,Code Style:CommentDefaultAccessModifier,Missing commented default access modifier on method 'getHobbies()',c81076390f567f885485c14c42d9f7ce86a4cf40,https://github.com/RustyPincer/TestRepo,Employee.java,"{'start_line': 20, 'start_col': 14, 'end_line': 20, 'end_col': 24}",dataset/c81076390f567f885485c14c42d9f7ce86a4cf40/src/main/java/my_app/Employee.java,2022-08-30T12:59:35Z,0
28,PMD,Best Practices:MethodReturnsInternalArray,Returning 'hobbies' may expose an internal array.,c81076390f567f885485c14c42d9f7ce86a4cf40,https://github.com/RustyPincer/TestRepo,Employee.java,"{'start_line': 20, 'start_col': 28, 'end_line': 20, 'end_col': 43}",dataset/c81076390f567f885485c14c42d9f7ce86a4cf40/src/main/java/my_app/Employee.java,2022-08-30T12:59:35Z,0
29,PMD,Code Style:CommentDefaultAccessModifier,Missing commented default access modifier on method 'setHobbies(String[])',c81076390f567f885485c14c42d9f7ce86a4cf40,https://github.com/RustyPincer/TestRepo,Employee.java,"{'start_line': 22, 'start_col': 10, 'end_line': 22, 'end_col': 20}",dataset/c81076390f567f885485c14c42d9f7ce86a4cf40/src/main/java/my_app/Employee.java,2022-08-30T12:59:35Z,0
30,PMD,Best Practices:UseVarargs,Consider using varargs for methods or constructors which take an array the last parameter.,c81076390f567f885485c14c42d9f7ce86a4cf40,https://github.com/RustyPincer/TestRepo,Employee.java,"{'start_line': 22, 'start_col': 21, 'end_line': 22, 'end_col': 37}",dataset/c81076390f567f885485c14c42d9f7ce86a4cf40/src/main/java/my_app/Employee.java,2022-08-30T12:59:35Z,0
31,PMD,Code Style:MethodArgumentCouldBeFinal,Parameter 'hobbies' is not assigned and could be declared final,c81076390f567f885485c14c42d9f7ce86a4cf40,https://github.com/RustyPincer/TestRepo,Employee.java,"{'start_line': 22, 'start_col': 30, 'end_line': 22, 'end_col': 37}",dataset/c81076390f567f885485c14c42d9f7ce86a4cf40/src/main/java/my_app/Employee.java,2022-08-30T12:59:35Z,0
32,PMD,Best Practices:ArrayIsStoredDirectly,The user-supplied array 'hobbies' is stored directly.,c81076390f567f885485c14c42d9f7ce86a4cf40,https://github.com/RustyPincer/TestRepo,Employee.java,"{'start_line': 22, 'start_col': 40, 'end_line': 22, 'end_col': 62}",dataset/c81076390f567f885485c14c42d9f7ce86a4cf40/src/main/java/my_app/Employee.java,2022-08-30T12:59:35Z,0
33,PMD,Code Style:ShortClassName,Avoid short class names like Date,c81076390f567f885485c14c42d9f7ce86a4cf40,https://github.com/RustyPincer/TestRepo,Employee.java,"{'start_line': 25, 'start_col': 1, 'end_line': 25, 'end_col': 6}",dataset/c81076390f567f885485c14c42d9f7ce86a4cf40/src/main/java/my_app/Employee.java,2022-08-30T12:59:35Z,0
34,PMD,Design:ImmutableField,Field 'year' may be declared final,c81076390f567f885485c14c42d9f7ce86a4cf40,https://github.com/RustyPincer/TestRepo,Employee.java,"{'start_line': 26, 'start_col': 14, 'end_line': 26, 'end_col': 18}",dataset/c81076390f567f885485c14c42d9f7ce86a4cf40/src/main/java/my_app/Employee.java,2022-08-30T12:59:35Z,0
35,PMD,Best Practices:OneDeclarationPerLine,"Use one line for each declaration, it enhances code readability.",c81076390f567f885485c14c42d9f7ce86a4cf40,https://github.com/RustyPincer/TestRepo,Employee.java,"{'start_line': 26, 'start_col': 14, 'end_line': 26, 'end_col': 18}",dataset/c81076390f567f885485c14c42d9f7ce86a4cf40/src/main/java/my_app/Employee.java,2022-08-30T12:59:35Z,0
36,PMD,Design:ImmutableField,Field 'month' may be declared final,c81076390f567f885485c14c42d9f7ce86a4cf40,https://github.com/RustyPincer/TestRepo,Employee.java,"{'start_line': 26, 'start_col': 20, 'end_line': 26, 'end_col': 25}",dataset/c81076390f567f885485c14c42d9f7ce86a4cf40/src/main/java/my_app/Employee.java,2022-08-30T12:59:35Z,0
37,PMD,Design:ImmutableField,Field 'day' may be declared final,c81076390f567f885485c14c42d9f7ce86a4cf40,https://github.com/RustyPincer/TestRepo,Employee.java,"{'start_line': 26, 'start_col': 27, 'end_line': 26, 'end_col': 30}",dataset/c81076390f567f885485c14c42d9f7ce86a4cf40/src/main/java/my_app/Employee.java,2022-08-30T12:59:35Z,0
38,PMD,Code Style:ShortClassName,Avoid short class names like Main,c81076390f567f885485c14c42d9f7ce86a4cf40,https://github.com/RustyPincer/TestRepo,Main.java,"{'start_line': 3, 'start_col': 8, 'end_line': 3, 'end_col': 13}",dataset/c81076390f567f885485c14c42d9f7ce86a4cf40/src/main/java/my_app/Main.java,2022-08-30T12:59:35Z,0
39,PMD,Design:UseUtilityClass,This utility class has a non-private constructor,c81076390f567f885485c14c42d9f7ce86a4cf40,https://github.com/RustyPincer/TestRepo,Main.java,"{'start_line': 3, 'start_col': 8, 'end_line': 3, 'end_col': 13}",dataset/c81076390f567f885485c14c42d9f7ce86a4cf40/src/main/java/my_app/Main.java,2022-08-30T12:59:35Z,0
40,PMD,Code Style:LocalVariableCouldBeFinal,Local variable 'p' could be declared final,c81076390f567f885485c14c42d9f7ce86a4cf40,https://github.com/RustyPincer/TestRepo,Main.java,"{'start_line': 8, 'start_col': 12, 'end_line': 8, 'end_col': 13}",dataset/c81076390f567f885485c14c42d9f7ce86a4cf40/src/main/java/my_app/Main.java,2022-08-30T12:59:35Z,0
41,PMD,Code Style:UseShortArrayInitializer,Array initialization can be written shorter,c81076390f567f885485c14c42d9f7ce86a4cf40,https://github.com/RustyPincer/TestRepo,Main.java,"{'start_line': 9, 'start_col': 12, 'end_line': 9, 'end_col': 42}",dataset/c81076390f567f885485c14c42d9f7ce86a4cf40/src/main/java/my_app/Main.java,2022-08-30T12:59:35Z,0
42,PMD,Code Style:LocalVariableCouldBeFinal,Local variable 'hobby' could be declared final,c81076390f567f885485c14c42d9f7ce86a4cf40,https://github.com/RustyPincer/TestRepo,Main.java,"{'start_line': 9, 'start_col': 12, 'end_line': 9, 'end_col': 17}",dataset/c81076390f567f885485c14c42d9f7ce86a4cf40/src/main/java/my_app/Main.java,2022-08-30T12:59:35Z,0
43,PMD,Code Style:LocalVariableCouldBeFinal,Local variable 'personDate' could be declared final,c81076390f567f885485c14c42d9f7ce86a4cf40,https://github.com/RustyPincer/TestRepo,Main.java,"{'start_line': 11, 'start_col': 8, 'end_line': 11, 'end_col': 18}",dataset/c81076390f567f885485c14c42d9f7ce86a4cf40/src/main/java/my_app/Main.java,2022-08-30T12:59:35Z,0
44,PMD,Best Practices:SystemPrintln,Usage of System.out/err,c81076390f567f885485c14c42d9f7ce86a4cf40,https://github.com/RustyPincer/TestRepo,Main.java,"{'start_line': 13, 'start_col': 3, 'end_line': 13, 'end_col': 9}",dataset/c81076390f567f885485c14c42d9f7ce86a4cf40/src/main/java/my_app/Main.java,2022-08-30T12:59:35Z,0
